ID or #		Start	End	Type	Contig
id-STM1842		1938464	1938469	complete	contig_1:446351-446346
gene-STM1843		1938635	1940008	complete	contig_1:446180-444807
cds-NP_460799.1		1938635	1940008	complete	contig_1:446180-444807
gene-STM1844		1940056	1940954	complete	contig_1:444759-443861
cds-NP_460800.1		1940056	1940937	complete	contig_1:444759-443878
id-STM1844		1940949	1940954	complete	contig_1:443866-443861
gene-STM1845		1941131	1943197	complete	contig_1:443684-441618
cds-NP_460801.1		1941131	1943179	complete	contig_1:443684-441636
id-STM1845		1943192	1943197	complete	contig_1:441623-441618
gene-STM1846		1943199	1943896	complete	contig_1:441616-440919
cds-NP_460802.1		1943199	1943885	complete	contig_1:441616-440930
id-STM1846		1943891	1943896	complete	contig_1:440924-440919
gene-STM1847		1943983	1944567	complete	contig_1:440832-440248
cds-NP_460803.1		1943983	1944567	complete	contig_1:440832-440248
gene-STM1848		1944601	1945892	complete	contig_1:440214-438923
cds-NP_460804.1		1944609	1945892	complete	contig_1:440206-438923
id-STM1848		1944601	1944606	complete	contig_1:440214-440209
gene-STM1849		1945855	1948494	complete	contig_1:438960-436321
cds-NP_460805.1		1945855	1948494	complete	contig_1:438960-436321
gene-STM1850		1948558	1950011	complete	contig_1:436257-434804
cds-NP_460806.1		1948572	1950011	complete	contig_1:436243-434804
id-STM1850		1948558	1948563	complete	contig_1:436257-436252
gene-STM1851		1950114	1950365	complete	contig_1:434701-434450
cds-NP_460807.1		1950126	1950365	complete	contig_1:434689-434450
id-STM1851		1950114	1950119	complete	contig_1:434701-434696
gene-STM1852		1950467	1950667	complete	contig_1:434348-434148
cds-NP_460808.1		1950476	1950667	complete	contig_1:434339-434148
id-STM1852		1950467	1950472	complete	contig_1:434348-434343
gene-STM1853		1950686	1951346	complete	contig_1:434129-433469
cds-NP_460809.1		1950686	1951336	complete	contig_1:434129-433479
id-STM1853		1951341	1951346	complete	contig_1:433474-433469
gene-STM1854		1951560	1951732	complete	contig_1:433255-433083
cds-NP_460810.1		1951560	1951724	complete	contig_1:433255-433091
id-STM1854		1951727	1951732	complete	contig_1:433088-433083
gene-STM1855		1952009	1952738	complete	contig_1:432806-432077
cds-NP_460811.1		1952009	1952731	complete	contig_1:432806-432084
id-STM1855		1952733	1952738	complete	contig_1:432082-432077
gene-STM1856		1953404	1953810	complete	contig_1:431411-431005
cds-NP_460812.1		1953415	1953810	complete	contig_1:431400-431005
id-STM1856		1953404	1953409	complete	contig_1:431411-431406
gene-STM1857		1955004	1955423	complete	contig_1:429811-429392
cds-NP_460813.1		1955004	1955423	complete	contig_1:429811-429392
gene-STM1858		1955787	1956062	complete	contig_1:429028-428753
cds-NP_460814.1		1955793	1956062	complete	contig_1:429022-428753
id-STM1858		1955787	1955792	complete	contig_1:429028-429023
gene-STM1859		1956228	1956368	complete	contig_1:428587-428447
cds-NP_460815.3		1956228	1956368	complete	contig_1:428587-428447
gene-STM1860		1956851	1957714	complete	contig_1:427964-427101
cds-NP_448275.1		1956851	1957708	complete	contig_1:427964-427107
id-STM1860		1957709	1957714	complete	contig_1:427106-427101
gene-STM1861		1957832	1958200	complete	contig_1:426983-426615
cds-NP_448276.1		1957832	1958200	complete	contig_1:426983-426615
gene-STM1862		1959497	1960418	complete	contig_1:425318-424397
cds-NP_460818.1		1959504	1960418	complete	contig_1:425311-424397
id-STM1862		1959497	1959502	complete	contig_1:425318-425313
gene-STM1863		1960544	1960709	complete	contig_1:424271-424106
cds-NP_460819.1		1960551	1960709	complete	contig_1:424264-424106
id-STM1863		1960544	1960549	complete	contig_1:424271-424266
gene-STM1864		1960712	1961333	complete	contig_1:424103-423482
cds-NP_460820.1		1960719	1961333	complete	contig_1:424096-423482
id-STM1864		1960712	1960717	complete	contig_1:424103-424098
gene-STM1865		1961660	1961789	complete	contig_1:423155-423026
cds-NP_448280.1		1961660	1961785	complete	contig_1:423155-423030
id-STM1865		1961784	1961789	complete	contig_1:423031-423026
gene-STM1866		1962086	1962268	complete	contig_1:422729-422547
gene-STM1867		1963169	1963376	complete	contig_1:421646-421439
cds-NP_460822.1		1963176	1963376	complete	contig_1:421639-421439
id-STM1867		1963169	1963174	complete	contig_1:421646-421641
gene-STM1868		1963473	1964361	complete	contig_1:421342-420454
cds-NP_460823.1		1963473	1964354	complete	contig_1:421342-420461
id-STM1868		1964356	1964361	complete	contig_1:420459-420454
gene-STM1868A		1965080	1965247	complete	contig_1:419735-419568
cds-NP_460824.1		1965080	1965247	complete	contig_1:419735-419568
gene-STM1869		1965504	1966048	complete	contig_1:419311-418767
cds-NP_460825.1		1965504	1966037	complete	contig_1:419311-418778
id-STM1869		1966043	1966048	complete	contig_1:418772-418767
gene-STM1869A		1966091	1966378	complete	contig_1:418724-418437
cds-NP_460826.1		1966091	1966378	complete	contig_1:418724-418437
gene-STM1870		1966507	1967005	complete	contig_1:418308-417810
cds-NP_460827.1		1966511	1967005	complete	contig_1:418304-417810
id-STM1870		1966507	1966512	complete	contig_1:418308-418303
gene-STM1871		1967023	1967919	complete	contig_1:417792-416896
cds-NP_448287.1		1967023	1967919	complete	contig_1:417792-416896
gene-STM1872		1968116	1968239	complete	contig_1:416699-416576
cds-NP_460829.1		1968116	1968235	complete	contig_1:416699-416580
id-STM1872		1968234	1968239	complete	contig_1:416581-416576
gene-STM1873		1968293	1968663	complete	contig_1:416522-416152
cds-NP_460830.1		1968293	1968646	complete	contig_1:416522-416169
id-STM1873		1968658	1968663	complete	contig_1:416157-416152
gene-STM1874		1968663	1969547	complete	contig_1:416152-415268
cds-NP_460831.1		1968663	1969538	complete	contig_1:416152-415277
gene-STM1875		1969539	1969927	complete	contig_1:415276-414888
cds-NP_460832.1		1969539	1969913	complete	contig_1:415276-414902
id-STM1875		1969542	1969547	complete	contig_1:415273-415268
id-STM1875-2		1969922	1969927	complete	contig_1:414893-414888
gene-STM1876		1970039	1970281	complete	contig_1:414776-414534
cds-NP_460833.1		1970051	1970281	complete	contig_1:414764-414534
id-STM1876		1970039	1970044	complete	contig_1:414776-414771
gene-STM1877		1970377	1971045	complete	contig_1:414438-413770
cds-NP_460834.1		1970389	1971045	complete	contig_1:414426-413770
id-STM1877		1970377	1970382	complete	contig_1:414438-414433
gene-STM1878		1971057	1971767	complete	contig_1:413758-413048
cds-NP_460835.1		1971069	1971767	complete	contig_1:413746-413048
id-STM1878		1971057	1971062	complete	contig_1:413758-413753
gene-STM1879		1971802	1973866	complete	contig_1:413013-410949
cds-NP_460836.1		1971802	1973853	complete	contig_1:413013-410962
id-STM1879		1973861	1973866	complete	contig_1:410954-410949
gene-STM1880		1974066	1974735	complete	contig_1:410749-410080
cds-NP_460837.1		1974066	1974725	complete	contig_1:410749-410090
id-STM1880		1974730	1974735	complete	contig_1:410085-410080
gene-STM1881		1974819	1975184	complete	contig_1:409996-409631
cds-NP_460838.1		1974819	1975172	complete	contig_1:409996-409643
id-STM1881		1975179	1975184	complete	contig_1:409636-409631
gene-STM1882		1975240	1975543	complete	contig_1:409575-409272
cds-NP_460839.1		1975240	1975530	complete	contig_1:409575-409285
id-STM1882		1975538	1975543	complete	contig_1:409277-409272
gene-STM1883		1975647	1976839	complete	contig_1:409168-407976
cds-NP_460840.1		1975661	1976839	complete	contig_1:409154-407976
id-STM1883		1975647	1975652	complete	contig_1:409168-409163
gene-STM1884		1976939	1977754	complete	contig_1:407876-407061
cds-NP_460841.1		1976939	1977580	complete	contig_1:407876-407235
id-STM1884		1977595	1977600	complete	contig_1:407220-407215
id-STM1884-2		1977730	1977738	complete	contig_1:407085-407077
id-STM1884-3		1977746	1977754	complete	contig_1:407069-407061
gene-STM1885		1977618	1979494	complete	contig_1:407197-405321
cds-NP_460842.1		1977618	1979429	complete	contig_1:407197-405386
id-STM1885		1979435	1979440	complete	contig_1:405380-405375
id-STM1885-2		1979470	1979478	complete	contig_1:405345-405337
id-STM1885-3		1979486	1979494	complete	contig_1:405329-405321
gene-STM1886		1979664	1981336	complete	contig_1:405151-403479
cds-NP_460843.1		1979664	1981139	complete	contig_1:405151-403676
id-STM1886		1981146	1981151	complete	contig_1:403669-403664
id-STM1886-2		1981309	1981317	complete	contig_1:403506-403498
id-STM1886-3		1981328	1981336	complete	contig_1:403487-403479
id-NC_003197.2:1981431..1981449		1981431	1981449	complete	contig_1:403384-403366
gene-STM1887		1981481	1982350	complete	contig_1:403334-402465
cds-NP_460844.1		1981481	1982350	complete	contig_1:403334-402465
gene-STM1888		1982462	1983916	complete	contig_1:402353-400899
cds-NP_460845.1		1982474	1983916	complete	contig_1:402341-400899
id-STM1888		1982462	1982467	complete	contig_1:402353-402348
gene-STM1889		1983989	1984970	complete	contig_1:400826-399845
cds-NP_460846.1		1983989	1984960	complete	contig_1:400826-399855
id-STM1889		1984965	1984970	complete	contig_1:399850-399845
gene-STM1890		1985077	1986410	complete	contig_1:399738-398405
cds-NP_460847.1		1985077	1986396	complete	contig_1:399738-398419
id-STM1890		1986405	1986410	complete	contig_1:398410-398405
gene-STM1891		1986412	1987426	complete	contig_1:398403-397389
cds-NP_460848.3		1986412	1987413	complete	contig_1:398403-397402
id-STM1891		1987421	1987426	complete	contig_1:397394-397389
gene-STM1892		1987384	1988190	complete	contig_1:397431-396625
cds-NP_460849.3		1987384	1988190	complete	contig_1:397431-396625
gene-STM1893		1988169	1988972	complete	contig_1:396646-395843
cds-NP_460850.1		1988187	1988972	complete	contig_1:396628-395843
id-STM1893		1988169	1988174	complete	contig_1:396646-396641
gene-STM1894		1989051	1990071	complete	contig_1:395764-394744
cds-NP_460851.1		1989051	1990061	complete	contig_1:395764-394754
id-STM1894		1990066	1990071	complete	contig_1:394749-394744
gene-STM1895		1990070	1990693	complete	contig_1:394745-394122
cds-NP_460852.1		1990070	1990681	complete	contig_1:394745-394134
id-STM1895		1990688	1990693	complete	contig_1:394127-394122
gene-STM1896		1991096	1991997	complete	contig_1:393719-392818
cds-NP_460853.1		1991101	1991997	complete	contig_1:393714-392818
id-STM1896		1991096	1991101	complete	contig_1:393719-393714
gene-STM1897		1992611	1993223	complete	contig_1:392204-391592
cds-NP_460854.1		1992624	1993223	complete	contig_1:392191-391592
id-STM1897		1992611	1992616	complete	contig_1:392204-392199
gene-STM1898		1993225	1993759	complete	contig_1:391590-391056
cds-NP_460855.1		1993225	1993746	complete	contig_1:391590-391069
id-STM1898		1993754	1993759	complete	contig_1:391061-391056
gene-STM1899		1993783	1994535	complete	contig_1:391032-390280
cds-NP_460856.1		1993783	1994523	complete	contig_1:391032-390292
id-STM1899		1994530	1994535	complete	contig_1:390285-390280
gene-STM1900		1994553	1995013	complete	contig_1:390262-389802
cds-NP_460857.1		1994553	1995005	complete	contig_1:390262-389810
id-STM1900		1995008	1995013	complete	contig_1:389807-389802
gene-STM1901		1995108	1996892	complete	contig_1:389707-387923
cds-NP_460858.1		1995108	1996880	complete	contig_1:389707-387935
id-STM1901		1996887	1996892	complete	contig_1:387928-387923
gene-STM1902		1997189	1997771	complete	contig_1:387626-387044
cds-NP_460859.1		1997205	1997771	complete	contig_1:387610-387044
id-STM1902		1997189	1997194	complete	contig_1:387626-387621
id-STM1902-2		1997748	1997753	complete	contig_1:387067-387062
gene-STM1903		1997748	1998586	complete	contig_1:387067-386229
cds-NP_460860.1		1997768	1998586	complete	contig_1:387047-386229
gene-STM1904		1998627	1999034	complete	contig_1:386188-385781
cds-NP_460861.1		1998639	1999034	complete	contig_1:386176-385781
id-STM1904		1998627	1998632	complete	contig_1:386188-386183
gene-STM1905		1999060	1999818	complete	contig_1:385755-384997
cds-NP_460862.1		1999075	1999818	complete	contig_1:385740-384997
id-STM1905		1999060	1999065	complete	contig_1:385755-385750
id-STM1905-2		1999802	1999807	complete	contig_1:385013-385008
gene-STM1906		1999802	2000786	complete	contig_1:385013-384029
cds-NP_460863.1		1999815	2000786	complete	contig_1:385000-384029
gene-STM1907		2001022	2001779	complete	contig_1:383793-383036
cds-NP_460864.1		2001022	2001768	complete	contig_1:383793-383047
id-STM1907		2001774	2001779	complete	contig_1:383041-383036
gene-STM1908		2001788	2002374	complete	contig_1:383027-382441
cds-NP_460865.1		2001788	2002357	complete	contig_1:383027-382458
id-STM1908		2002369	2002374	complete	contig_1:382446-382441
gene-STM1909		2002583	2004327	complete	contig_1:382232-380488
cds-NP_460866.1		2002594	2004327	complete	contig_1:382221-380488
id-STM1909		2002583	2002588	complete	contig_1:382232-382227
gene-STM1910		2004509	2006387	complete	contig_1:380306-378428
cds-NP_460867.1		2004516	2006387	complete	contig_1:380299-378428
id-STM1910		2004509	2004514	complete	contig_1:380306-380301
gene-STM1911		2006441	2007586	complete	contig_1:378374-377229
cds-NP_460868.1		2006441	2007580	complete	contig_1:378374-377235
id-STM1911		2007581	2007586	complete	contig_1:377234-377229
gene-STM1912		2007817	2008219	complete	contig_1:376998-376596
cds-NP_460869.1		2007817	2008209	complete	contig_1:376998-376606
id-STM1912		2008214	2008219	complete	contig_1:376601-376596
gene-STM1913		2008209	2010300	complete	contig_1:376606-374515
cds-NP_460870.1		2008209	2010287	complete	contig_1:376606-374528
gene-STM1914		2010280	2011444	complete	contig_1:374535-373371
cds-NP_460871.1		2010280	2011431	complete	contig_1:374535-373384
id-STM1914		2010295	2010300	complete	contig_1:374520-374515
id-STM1914-2		2011439	2011444	complete	contig_1:373376-373371
gene-STM1915		2011625	2012281	complete	contig_1:373190-372534
cds-NP_460872.1		2011625	2012269	complete	contig_1:373190-372546
id-STM1915		2012276	2012281	complete	contig_1:372539-372534
gene-STM1916		2012280	2012684	complete	contig_1:372535-372131
cds-NP_460873.1		2012280	2012669	complete	contig_1:372535-372146
id-STM1916		2012679	2012684	complete	contig_1:372136-372131
gene-STM1917		2012687	2013747	complete	contig_1:372128-371068
cds-NP_460874.1		2012687	2013736	complete	contig_1:372128-371079
gene-STM1918		2013733	2014607	complete	contig_1:371082-370208
cds-NP_460875.1		2013733	2014599	complete	contig_1:371082-370216
id-STM1918		2013742	2013747	complete	contig_1:371073-371068
id-STM1918-2		2014602	2014607	complete	contig_1:370213-370208
gene-STM1919		2014753	2016428	complete	contig_1:370062-368387
cds-NP_460876.1		2014753	2016414	complete	contig_1:370062-368401
id-STM1919		2016423	2016428	complete	contig_1:368392-368387
gene-STM1920		2016651	2017165	complete	contig_1:368164-367650
cds-NP_460877.1		2016651	2017154	complete	contig_1:368164-367661
id-STM1920		2017160	2017165	complete	contig_1:367655-367650
gene-STM1921		2017175	2019201	complete	contig_1:367640-365614
cds-NP_460878.1		2017175	2019190	complete	contig_1:367640-365625
gene-STM1922		2019195	2020132	complete	contig_1:365620-364683
cds-NP_460879.1		2019195	2020124	complete	contig_1:365620-364691
id-STM1922		2019196	2019201	complete	contig_1:365619-365614
gene-STM1923		2020121	2021020	complete	contig_1:364694-363795
cds-NP_460880.1		2020121	2021008	complete	contig_1:364694-363807
id-STM1923		2020127	2020132	complete	contig_1:364688-364683
id-STM1923-2		2021015	2021020	complete	contig_1:363800-363795
gene-STM1924		2021133	2021723	complete	contig_1:363682-363092
cds-NP_460881.3		2021133	2021717	complete	contig_1:363682-363098
gene-STM1925		2021714	2022215	complete	contig_1:363101-362600
cds-NP_460882.1		2021714	2022064	complete	contig_1:363101-362751
id-STM1925		2021718	2021723	complete	contig_1:363097-363092
id-STM1925-2		2022072	2022077	complete	contig_1:362743-362738
id-STM1925-3		2022188	2022196	complete	contig_1:362627-362619
id-STM1925-4		2022207	2022215	complete	contig_1:362608-362600
id-NC_003197.2:2022269..2022279		2022269	2022279	complete	contig_1:362546-362536
id-NC_003197.2:2022325..2022335		2022325	2022335	complete	contig_1:362490-362480
gene-STM1926		2022735	2022854	complete	contig_1:362080-361961
cds-NP_448342.1		2022738	2022854	complete	contig_1:362077-361961
id-STM1926		2022735	2022740	complete	contig_1:362080-362075
id-STM1926-2		2022839	2022844	complete	contig_1:361976-361971
gene-STM1927		2022839	2023279	complete	contig_1:361976-361536
cds-NP_460884.1		2022851	2023279	complete	contig_1:361964-361536
gene-STM1928		2023297	2024874	complete	contig_1:361518-359941
cds-NP_460885.1		2023297	2024718	complete	contig_1:361518-360097
gene-STM1929		2024693	2025552	complete	contig_1:360122-359263
cds-NP_460886.1		2024693	2025496	complete	contig_1:360122-359319
id-STM1929		2024727	2024732	complete	contig_1:360088-360083
id-STM1929-2		2024848	2024856	complete	contig_1:359967-359959
id-STM1929-3		2024866	2024874	complete	contig_1:359949-359941
id-STM1929-4		2025503	2025508	complete	contig_1:359312-359307
id-STM1929-5		2025525	2025533	complete	contig_1:359290-359282
id-STM1929-6		2025544	2025552	complete	contig_1:359271-359263
gene-STM1930		2025659	2025900	complete	contig_1:359156-358915
gene-STM1931		2026129	2026693	complete	contig_1:358686-358122
cds-NP_460887.1		2026129	2026686	complete	contig_1:358686-358129
id-STM1931		2026688	2026693	complete	contig_1:358127-358122
gene-STM1932		2027217	2027740	complete	contig_1:357598-357075
cds-NP_460888.1		2027237	2027740	complete	contig_1:357578-357075
id-STM1932		2027217	2027222	complete	contig_1:357598-357593
gene-STM1933		2027919	2028565	complete	contig_1:356896-356250
cds-NP_460889.1		2027919	2028557	complete	contig_1:356896-356258
id-STM1933		2028560	2028565	complete	contig_1:356255-356250
gene-STM1934		2028800	2029148	complete	contig_1:356015-355667
cds-NP_460890.1		2028813	2029148	complete	contig_1:356002-355667
id-STM1934		2028800	2028805	complete	contig_1:356015-356010
gene-STM1935		2029375	2029885	complete	contig_1:355440-354930
cds-NP_460891.1		2029388	2029885	complete	contig_1:355427-354930
id-STM1935		2029375	2029380	complete	contig_1:355440-355435
gene-STM1936		2029931	2030181	complete	contig_1:354884-354634
cds-NP_460892.1		2029931	2030170	complete	contig_1:354884-354645
id-STM1936		2030176	2030181	complete	contig_1:354639-354634
gene-STM1937		2030271	2031608	complete	contig_1:354544-353207
cds-NP_460893.1		2030397	2031608	complete	contig_1:354418-353207
id-STM1937		2030289	2030305	complete	contig_1:354526-354510
id-STM1937-2		2030309	2030333	complete	contig_1:354506-354482
id-STM1937-3		2030271	2030279	complete	contig_1:354544-354536
id-STM1937-4		2030295	2030303	complete	contig_1:354520-354512
id-STM1937-5		2030380	2030385	complete	contig_1:354435-354430
gene-STM1938		2031683	2032361	complete	contig_1:353132-352454
cds-NP_460894.1		2031683	2032348	complete	contig_1:353132-352467
id-STM1938		2032356	2032361	complete	contig_1:352459-352454
gene-STM1939		2032586	2032919	complete	contig_1:352229-351896
cds-NP_460895.1		2032586	2032912	complete	contig_1:352229-351903
id-STM1939		2032914	2032919	complete	contig_1:351901-351896
gene-STM1940		2033125	2034570	complete	contig_1:351690-350245
cds-NP_460896.1		2033125	2034564	complete	contig_1:351690-350251
id-STM1940		2034565	2034570	complete	contig_1:350250-350245
gene-STM1941		2034777	2035109	complete	contig_1:350038-349706
cds-NP_460897.1		2034777	2035109	complete	contig_1:350038-349706
gene-STM1942		2035363	2035446	complete	contig_1:349452-349369
rna-STM1942		2035363	2035446	complete	contig_1:349452-349369
exon-STM1942-1		2035363	2035446	complete	contig_1:349452-349369
gene-STM1943		2035461	2035531	complete	contig_1:349354-349284
rna-STM1943		2035461	2035531	complete	contig_1:349354-349284
exon-STM1943-1		2035461	2035531	complete	contig_1:349354-349284
gene-STM1944		2035587	2035659	complete	contig_1:349228-349156
rna-STM1944		2035587	2035659	complete	contig_1:349228-349156
exon-STM1944-1		2035587	2035659	complete	contig_1:349228-349156
gene-STM1945		2035810	2036377	complete	contig_1:349005-348438
cds-NP_460898.1		2035810	2036358	complete	contig_1:349005-348457
id-STM1945		2036372	2036377	complete	contig_1:348443-348438
gene-STM1946		2036415	2038267	complete	contig_1:348400-346548
cds-NP_460899.1		2036415	2038247	complete	contig_1:348400-346568
gene-STM1947		2038244	2038914	complete	contig_1:346571-345901
cds-NP_460900.1		2038244	2038900	complete	contig_1:346571-345915
id-STM1947		2038262	2038267	complete	contig_1:346553-346548
id-STM1947-2		2038909	2038914	complete	contig_1:345906-345901
gene-STM1948		2039208	2039367	complete	contig_1:345607-345448
cds-NP_448360.1		2039212	2039367	complete	contig_1:345603-345448
id-STM1948		2039208	2039213	complete	contig_1:345607-345602
id-STM1948-2		2039353	2039358	complete	contig_1:345462-345457
gene-STM1949		2039353	2039588	complete	contig_1:345462-345227
cds-NP_460902.1		2039364	2039588	complete	contig_1:345451-345227
gene-STM1950		2039655	2040395	complete	contig_1:345160-344420
cds-NP_460903.1		2039655	2040377	complete	contig_1:345160-344438
id-STM1950		2040390	2040395	complete	contig_1:344425-344420
gene-STM1951		2040609	2041378	complete	contig_1:344206-343437
cds-NP_460904.1		2040609	2041361	complete	contig_1:344206-343454
gene-STM1952		2041358	2042042	complete	contig_1:343457-342773
cds-NP_460905.1		2041358	2042026	complete	contig_1:343457-342789
id-STM1952		2041373	2041378	complete	contig_1:343442-343437
id-STM1952-2		2042037	2042042	complete	contig_1:342778-342773
gene-STM1953		2042047	2043044	complete	contig_1:342768-341771
cds-NP_460906.1		2042047	2043033	complete	contig_1:342768-341782
id-STM1953		2043039	2043044	complete	contig_1:341776-341771
gene-STM1954		2043187	2043998	complete	contig_1:341628-340817
cds-NP_460907.1		2043187	2043987	complete	contig_1:341628-340828
id-STM1954		2043993	2043998	complete	contig_1:340822-340817
gene-STM1955		2044134	2044696	complete	contig_1:340681-340119
cds-NP_460908.1		2044134	2044685	complete	contig_1:340681-340130
id-STM1955		2044691	2044696	complete	contig_1:340124-340119
gene-STM1956		2044744	2045477	complete	contig_1:340071-339338
cds-NP_460909.1		2044744	2045463	complete	contig_1:340071-339352
id-STM1956		2045472	2045477	complete	contig_1:339343-339338
id-NC_003197.2:2045625..2046333		2045625	2046333	complete	contig_1:339190-338482
gene-STM1957		2045732	2046196	complete	contig_1:339083-338619
cds-NP_460910.3		2045732	2046190	complete	contig_1:339083-338625
id-STM1957		2046191	2046196	complete	contig_1:338624-338619
gene-STM1958		2046371	2047583	complete	contig_1:338444-337232
cds-NP_460911.1		2046371	2047576	complete	contig_1:338444-337239
id-STM1958		2047578	2047583	complete	contig_1:337237-337232
gene-STM1959		2047655	2049154	complete	contig_1:337160-335661
cds-NP_460912.1		2047655	2049142	complete	contig_1:337160-335673
id-STM1959		2049149	2049154	complete	contig_1:335666-335661
gene-STM1960		2049387	2050802	complete	contig_1:335428-334013
cds-NP_460913.1		2049399	2050802	complete	contig_1:335416-334013
id-STM1960		2049387	2049392	complete	contig_1:335428-335423
gene-STM1961		2050808	2051224	complete	contig_1:334007-333591
cds-NP_460914.1		2050817	2051224	complete	contig_1:333998-333591
id-STM1961		2050808	2050813	complete	contig_1:334007-334002
gene-STM1962		2051210	2051592	complete	contig_1:333605-333223
cds-NP_460915.1		2051224	2051592	complete	contig_1:333591-333223
id-STM1962		2051210	2051215	complete	contig_1:333605-333600
gene-STM1963		2051650	2053148	complete	contig_1:333165-331667
cds-NP_460916.1		2051664	2053148	complete	contig_1:333151-331667
id-STM1963		2051650	2051655	complete	contig_1:333165-333160
gene-STM1964		2053188	2053624	complete	contig_1:331627-331191
cds-NP_460917.1		2053188	2053613	complete	contig_1:331627-331202
id-STM1964		2053619	2053624	complete	contig_1:331196-331191
gene-STM1965		2053721	2055004	complete	contig_1:331094-329811
cds-NP_460918.3		2053739	2055004	complete	contig_1:331076-329811
id-STM1965		2053721	2053726	complete	contig_1:331094-331089
gene-STM1966		2054990	2055234	complete	contig_1:329825-329581
cds-NP_460919.1		2055001	2055234	complete	contig_1:329814-329581
id-STM1966		2054990	2054995	complete	contig_1:329825-329820
gene-STM1967		2055492	2055885	complete	contig_1:329323-328930
cds-NP_448379.1		2055499	2055885	complete	contig_1:329316-328930
id-STM1967		2055492	2055497	complete	contig_1:329323-329318
gene-STM1968		2056005	2056331	complete	contig_1:328810-328484
cds-NP_460921.1		2056005	2056319	complete	contig_1:328810-328496
id-STM1968		2056326	2056331	complete	contig_1:328489-328484
gene-STM1969		2056526	2058218	complete	contig_1:328289-326597
cds-NP_460922.1		2056536	2058218	complete	contig_1:328279-326597
id-STM1969		2056526	2056531	complete	contig_1:328289-328284
gene-STM1970		2058194	2059206	complete	contig_1:326621-325609
cds-NP_460923.1		2058211	2059206	complete	contig_1:326604-325609
id-STM1970		2058194	2058199	complete	contig_1:326621-326616
gene-STM1971		2059189	2059906	complete	contig_1:325626-324909
cds-NP_460924.1		2059199	2059906	complete	contig_1:325616-324909
id-STM1971		2059189	2059194	complete	contig_1:325626-325621
id-STM1971-2		2059886	2059891	complete	contig_1:324929-324924
gene-STM1972		2059886	2061276	complete	contig_1:324929-323539
cds-NP_460925.1		2059906	2061276	complete	contig_1:324909-323539
gene-STM1973		2061282	2061741	complete	contig_1:323533-323074
cds-NP_460926.1		2061298	2061741	complete	contig_1:323517-323074
id-STM1973		2061282	2061287	complete	contig_1:323533-323528
id-STM1973-2		2061726	2061731	complete	contig_1:323089-323084
gene-STM1974		2061726	2062955	complete	contig_1:323089-321860
cds-NP_460927.1		2061738	2062955	complete	contig_1:323077-321860
gene-STM1975		2063043	2063527	complete	contig_1:321772-321288
cds-NP_460928.1		2063060	2063527	complete	contig_1:321755-321288
id-STM1975		2063043	2063048	complete	contig_1:321772-321767
id-STM1975-2		2063521	2063526	complete	contig_1:321294-321289
gene-STM1976		2063521	2064536	complete	contig_1:321294-320279
cds-NP_460929.1		2063532	2064536	complete	contig_1:321283-320279
gene-STM1977		2064519	2064946	complete	contig_1:320296-319869
cds-NP_460930.1		2064533	2064946	complete	contig_1:320282-319869
id-STM1977		2064519	2064524	complete	contig_1:320296-320291
gene-STM1978		2064946	2065323	complete	contig_1:319869-319492
cds-NP_460931.3		2064946	2065323	complete	contig_1:319869-319492
id-STM1978		2065310	2065315	complete	contig_1:319505-319500
gene-STM1979		2065310	2066060	complete	contig_1:319505-318755
cds-NP_460932.1		2065323	2066060	complete	contig_1:319492-318755
gene-STM1980		2066060	2066339	complete	contig_1:318755-318476
cds-NP_460933.1		2066070	2066339	complete	contig_1:318745-318476
id-STM1980		2066060	2066065	complete	contig_1:318755-318750
id-STM1980-2		2066332	2066337	complete	contig_1:318483-318478
gene-STM1981		2066332	2067142	complete	contig_1:318483-317673
cds-NP_460934.1		2066348	2067142	complete	contig_1:318467-317673
gene-STM1982		2067341	2068047	complete	contig_1:317474-316768
cds-NP_460935.1		2067424	2068047	complete	contig_1:317391-316768
id-STM1982		2067341	2067349	complete	contig_1:317474-317466
id-STM1982-2		2067365	2067373	complete	contig_1:317450-317442
id-STM1982-3		2067413	2067418	complete	contig_1:317402-317397
gene-STM1983		2068086	2068293	complete	contig_1:316729-316522
rna-STM1983		2068086	2068280	complete	contig_1:316729-316535
exon-STM1983-1		2068086	2068280	complete	contig_1:316729-316535
id-STM1983		2068288	2068293	complete	contig_1:316527-316522
gene-STM1984		2068397	2068636	complete	contig_1:316418-316179
cds-NP_460936.1		2068409	2068636	complete	contig_1:316406-316179
id-STM1984		2068397	2068402	complete	contig_1:316418-316413
gene-STM1985		2068647	2068736	complete	contig_1:316168-316079
rna-STM1985		2068647	2068730	complete	contig_1:316168-316085
exon-STM1985-1		2068647	2068730	complete	contig_1:316168-316085
id-STM1985		2068731	2068736	complete	contig_1:316084-316079
gene-STM1986		2068937	2069761	complete	contig_1:315878-315054
cds-NP_460937.1		2068946	2069761	complete	contig_1:315869-315054
id-STM1986		2068937	2068942	complete	contig_1:315878-315873
gene-STM1987		2069740	2071466	complete	contig_1:315075-313349
cds-NP_460938.1		2069740	2071452	complete	contig_1:315075-313363
id-STM1987		2071461	2071466	complete	contig_1:313354-313349
gene-STM1988		2071617	2071862	complete	contig_1:313198-312953
cds-NP_460939.3		2071617	2071862	complete	contig_1:313198-312953
gene-STM1989		2071879	2072802	complete	contig_1:312936-312013
